valores,rua,bairro_cidade,link
"R$900,000",Rua Caio Prado,"Consolação, São Paulo",/imovel/237348/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$255,000",Rua George Chahestian,"Vila Basileia, São Paulo",/imovel/237614/apartamento-2-dorms-casa_verde-sao_paulo-venda/
"R$1,590,000",Av. Rebouças,"Pinheiros, São Paulo",/imovel/177509/apartamento-2-dorms-vila_nova_conceicao-sao_paulo-venda/
"R$235,000",Rua Bororé,"Vila Helena, Santo André",/imovel/177509/apartamento-2-dorms-vila_nova_conceicao-sao_paulo-venda/
"R$2,750,000",Rua Aimberê,"Vila Pompeia, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$1,850,000",Rua Doutor Cândido Espinheira,"Perdizes, São Paulo",/imovel/237438/apartamento-1-dorms-consolacao-sao_paulo-venda/
"R$500,000",Rua Caio Prado,"Consolação, São Paulo",/imovel/237438/apartamento-1-dorms-consolacao-sao_paulo-venda/
"R$500,000",Rua Doutor Zuquim,"Santana, São Paulo",/imovel/237487/apartamento-2-dorms-jardim_borborema-sao_bernardo_do_campo-venda/
"R$850,000",Rua Saguairu,"Casa Verde, São Paulo",/imovel/237487/apartamento-2-dorms-jardim_borborema-sao_bernardo_do_campo-venda/
"R$1,600,000",Rua Baronesa de Itu,"Santa Cecília, São Paulo",/imovel/237578/apartamento-2-dorms-vila_regente_feijo-sao_paulo-venda/
"R$255,000",Rua Pedro Voss,"Vila Carrão, São Paulo",/imovel/237514/apartamento-2-dorms-pinheiros-sao_paulo-venda/
"R$640,000",Rua Doutor Veiga Filho,"Santa Cecília, São Paulo",/imovel/237348/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$450,000",Av. São João,"Santa Cecília, São Paulo",/imovel/237348/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$255,000",Rua George Chahestian,"Vila Basileia, São Paulo",/imovel/237614/apartamento-2-dorms-casa_verde-sao_paulo-venda/
"R$390,000",Rua Rego Barros,"Jardim Vila Formosa, São Paulo",/imovel/177509/apartamento-2-dorms-vila_nova_conceicao-sao_paulo-venda/
"R$585,000",Rua Barão de Vallim,"Campo Belo, São Paulo",/imovel/177509/apartamento-2-dorms-vila_nova_conceicao-sao_paulo-venda/
"R$1,500,000",Av. dos Eucaliptos,"Indianópolis, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$450,000",Av. Ibiúna,"Vila Aricanduva, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$1,750,000",Rua Cardoso de Almeida,"Perdizes, São Paulo",/imovel/237438/apartamento-1-dorms-consolacao-sao_paulo-venda/
"R$1,060,000",Av. Aratãs,"Indianópolis, São Paulo",/imovel/237487/apartamento-2-dorms-jardim_borborema-sao_bernardo_do_campo-venda/
"R$350,000",Rua Lavradio,"Barra Funda, São Paulo",/imovel/237487/apartamento-2-dorms-jardim_borborema-sao_bernardo_do_campo-venda/
"R$1,000,000",Rua Morgado de Mateus,"Vila Mariana, São Paulo",/imovel/237578/apartamento-2-dorms-vila_regente_feijo-sao_paulo-venda/
"R$295,000",Rua VICENTE DE CARVALHO,"Vila Príncipe de Gales, Santo André",/imovel/237514/apartamento-2-dorms-pinheiros-sao_paulo-venda/
"R$570,000",Rua Porto Alegre,"Vila Bertioga, São Paulo",/imovel/237348/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$575,000",Rua dos Jacintos,"Mirandopolis, São Paulo",/imovel/237348/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$225,000",Rua George Chahestian,"Vila Basileia, São Paulo",/imovel/237614/apartamento-2-dorms-casa_verde-sao_paulo-venda/
"R$199,000",Rua Malie Brenner,"Vila Dom Pedro Ii, São Paulo",/imovel/237614/apartamento-2-dorms-casa_verde-sao_paulo-venda/
"R$334,900",Rua Saguairu,"Casa Verde, São Paulo",/imovel/177509/apartamento-2-dorms-vila_nova_conceicao-sao_paulo-venda/
"R$550,000",Rua Marina Crespi,"Mooca, São Paulo",/imovel/177509/apartamento-2-dorms-vila_nova_conceicao-sao_paulo-venda/
"R$280,000",Rua Josefina Arnoni,"Vila Irmãos Arnoni, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$1,750,000",Rua Afonso de Freitas,"Paraíso, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$1,280,000",Rua Venezuela,"Centro, Santo André",/imovel/237438/apartamento-1-dorms-consolacao-sao_paulo-venda/
"R$380,000",Rua Tripuí,"Vila Bela, São Paulo",/imovel/237438/apartamento-1-dorms-consolacao-sao_paulo-venda/
"R$4,700,000",Al. Joaquim Eugênio de Lima,"Jardim Paulista, São Paulo",/imovel/237578/apartamento-2-dorms-vila_regente_feijo-sao_paulo-venda/
"R$980,000",Rua Flávio Fongaro,"Vila Marlene, São Bernardo do Campo",/imovel/237514/apartamento-2-dorms-pinheiros-sao_paulo-venda/
"R$880,000",Rua Doutor Paulo Vieira,"Sumaré, São Paulo",/imovel/237348/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$215,000",Rua Malie Brenner,"Vila Dom Pedro Ii, São Paulo",/imovel/237614/apartamento-2-dorms-casa_verde-sao_paulo-venda/
"R$1,183,000",Rua João Moura,"Pinheiros, São Paulo",/imovel/237614/apartamento-2-dorms-casa_verde-sao_paulo-venda/
"R$675,000",Rua Vigário Albernaz,"Vila Gumercindo, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$630,000",Rua Domelia,"Vila Mazzei, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$690,000",Rua Araçoiaba,"Vila do Bosque, São Paulo",/imovel/237578/apartamento-2-dorms-vila_regente_feijo-sao_paulo-venda/
"R$259,000",Av. SARA ZIRLIS,"Vila Tibiriçá, Santo André",/imovel/237514/apartamento-2-dorms-pinheiros-sao_paulo-venda/
"R$335,000",Rua Pedro Voss,"Vila Carrão, São Paulo",/imovel/237514/apartamento-2-dorms-pinheiros-sao_paulo-venda/
"R$329,900",Rua Saguairu,"Casa Verde, São Paulo",/imovel/237348/apartamento-3-dorms-vila_prudente-sao_paulo-venda/
"R$1,200,000",Rua Teixeira de Melo,"Tatuapé, São Paulo",/imovel/237614/apartamento-2-dorms-casa_verde-sao_paulo-venda/
"R$600,000",Av. Zelina,"Vila Zelina, São Paulo",/imovel/237544/apartamento-2-dorms-cidade_moncoes-sao_paulo-venda/
"R$598,000",Rua Itapiru,"Saúde, São Paulo",/imovel/237578/apartamento-2-dorms-vila_regente_feijo-sao_paulo-venda/
"R$500,000",Av. João Ramalho,"Centro, Santo André",/imovel/237514/apartamento-2-dorms-pinheiros-sao_paulo-venda/
"R$750,000",Rua Itapiru,"Saúde, São Paulo",/imovel/237578/apartamento-2-dorms-vila_regente_feijo-sao_paulo-venda/
"R$750,000",Rua Araçoiaba,"Vila do Bosque, São Paulo",/imovel/237578/apartamento-2-dorms-vila_regente_feijo-sao_paulo-venda/
"R$390,000",Rua MORRADOS,"Vila Valparaíso, Santo André",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$760,000",Rua Leocádia Cintra,"Mooca, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$320,000",Rua Joaquim Nabuco,"Centro, São Bernardo do Campo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$600,000",Rua Plínio Colas,"Lauzane Paulista, São Paulo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$435,000",Rua Silvia,"Boa Vista, São Caetano do Sul",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$479,000",Rua Domingos José Sapienza,"Vila Amália(zona Norte), São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$700,000",Rua Pirambóia,"Jardim Stella, Santo André",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$479,000",Rua Sílvia,"Osvaldo Cruz, São Caetano do Sul",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$905,000",Rua Braga,"Vila Lusitânia, São Bernardo do Campo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$470,000",Rua Guararapes,"Santa Teresinha, Santo André",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$395,000",Rua Almeida Torres,"Aclimação, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$800,000",Rua Emílio Mallet,"Vila Gomes Cardim, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$670,000",Al. dos Arapanés,"Indianópolis, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$850,000",Rua Ivaí,"Tatuapé, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$600,000",Av. Tibiriçá,"Vila Homero Thon, Santo André",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$297,000",Rua Lídia Coelho,"Santana, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$580,000",Rua Sapucaia,"Alto da Moóca, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$1,125,000",Rua Santo André,"Centro, Santo André",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$550,000",Rua Belém,"Vila Alzira, Santo André",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$970,000",Rua Serra de Botucatu,"Vila Gomes Cardim, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$659,000",Rua João Ribeiro,"Campestre, Santo André",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$745,000",Rua do Tramway,"Tucuruvi, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$509,000",Rua Genebra,"Bela Vista, São Paulo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$325,000",Rua Sylvio Delduque,"Água Fria, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$540,000",Al. Barão de Limeira,"Campos Elíseos, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$1,150,000",Rua Taquari,"Mooca, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$1,435,000",Av. Doutor Altino Arantes,"Vila Clementino, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$1,500,000",Rua Marina Crespi,"Mooca, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$790,000",Rua Jacques Félix,"Vila Nova Conceição, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$530,000",Rua Bruxelas,"Sumaré, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$397,000",Av. Lins de Vasconcelos,"Vila Mariana, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$460,000",Rua do Retiro,"Vila Das Hortências, Jundiaí",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$450,000",Rua Itajaí,"Jardim Paraíso, Santo André",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$670,000",Rua Vitória Régia,"Campestre, Santo André",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$2,150,000",Rua Afonso de Freitas,"Paraíso, São Paulo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$379,000",Av. Dom Jaime de Barros Câmara,"Planalto, São Bernardo do Campo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$430,000",Rua Taipas,"Santa Maria, São Caetano do Sul",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$1,150,000",Rua Bragança Paulista,"Vila Cruzeiro, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$780,000",Rua Silva Dutra,"Vila Bastos, Santo André",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$1,350,000",Rua Guiratinga,"Chácara Inglesa, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$758,160",Rua Bueno Brandão,"Vila Nova Conceição, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$590,000",Rua Gaspar Lourenço,"Vila Mariana, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$585,000",Rua Treze de Maio,"Bela Vista, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$1,360,000",Rua Doutor Nicolau de Souza Queirós,"Vila Mariana, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$1,350,000",Rua Aimberê,"Vila Pompeia, São Paulo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$1,890,000",Rua Brasília,"Itaim Bibi, São Paulo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$440,000",Rua Catulo da Paixão Cearense,"Vila da Saúde, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$3,944,500",Rua Jorge Americano,"Alto da Lapa, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$990,000",Rua Jacques Félix,"Vila Nova Conceição, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$780,000",Rua Jacques Félix,"Vila Nova Conceição, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$360,000",Av. do Guaca,"Lauzane Paulista, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$890,000",Rua Clemente Pereira,"Ipiranga, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$1,495,000",Rua Pedrália,"Vila Gumercindo, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$415,000",Rua General Bagnuolo,"Quinta da Paineira, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$475,000",Rua Cristóvão Lins,"Vila Isolina Mazzei, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$325,000",Rua Eugênio de Freitas,"Vila Guilherme, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$740,000",Rua Engenheiro Prudente,"Vila Monumento, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$640,000",Rua Comendador Miguel Calfat,"Itaim Bibi, São Paulo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$1,080,000",Rua São Benedito,"Santo Amaro, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$689,000",Rua Vicenza,"Vila Dom Pedro Ii, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$270,000",Rua Vicente Linguanoto,"Jardim Ocara, Santo André",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$885,000",Rua Francisco Soledade,"Parque da Mooca, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$780,000",Rua Filipinas,"Alto da Lapa, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$798,000",Rua da Imprensa,"Vila São José, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$850,000",Rua Mateus Grou,"Pinheiros, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$980,000",Rua Dona Brígida,"Vila Mariana, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$425,000",Rua João Martins Bueno,"Vila Nivi, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$520,000",Rua Doutor Nogueira Martins,"Saúde, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$449,000",Rua Noel Nutels,"Vila Alvinópolis, São Bernardo do Campo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$420,000",Rua dos Macaxás ,"Vila Nair, São Paulo",/imovel/237739/apartamento-2-dorms-centro-sao_bernardo_do_campo-venda/
"R$1,000,000",Rua Lydia Ferrari Magnoli,"Jardim Avelino, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$2,250,000",Rua Pedroso Alvarenga,"Itaim Bibi, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$1,090,000",Av. Paulista,"Bela Vista, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$939,000",Rua Siqueira Campos,"Centro, Santo André",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$800,000",Rua Itamarati,"Santa Teresinha, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$440,000",Rua Sebastião Barbosa,"Vila Regente Feijó, São Paulo",/imovel/159919/apartamento-3-dorms-vila_valparaiso-santo_andre-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/610/apartamento-3-dorms-mooca-sao_paulo-venda/
"R$2,120,000",Av. Rouxinol,"Indianópolis, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$1,198,000",Rua Serra de Bragança,"Vila Gomes Cardim, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$1,100,000",Rua Mairinque,"Vila Clementino, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$460,000",Rua Doutor Nogueira Martins,"Saúde, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$596,000",Rua Dona Maria Custódia,"Santa Teresinha, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$1,200,000",Rua Pedro de Toledo,"Vila Clementino, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$2,550,000",Rua Diana,"Vila Pompeia, São Paulo",/imovel/237749/apartamento-3-dorms-santa_teresinha-santo_andre-venda/
"R$480,000",Rua Porto Alegre,"Vila Bertioga, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$990,000",Av. Moaci,"Planalto Paulista, São Paulo",/imovel/237747/apartamento-2-dorms-aclimacao-sao_paulo-venda/
"R$560,000",Av. Doutor Altino Arantes,"Vila Clementino, São Paulo",/imovel/129397/apartamento-3-dorms-vila_gomes_cardim-sao_paulo-venda/
"R$798,000",Av. Ramalho Ortigão,"Vila Gumercindo, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$280,000",Av. Aricanduva,"Vila Califórnia, São Paulo",/imovel/237842/apartamento-1-dorms-indianopolis-sao_paulo-venda/
"R$830,000",Rua Doutor Miranda de Azevedo,"Vila Anglo Brasileira, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$280,000",Rua Álvaro de Carvalho,"Centro, São Paulo",/imovel/165449/apartamento-1-dorms-tatuape-sao_paulo-venda/
"R$1,100,000",Rua Baronesa de Bela Vista,"Vila Congonhas, São Paulo",/imovel/237907/apartamento-3-dorms-vila_congonhas-sao_paulo-venda/
"R$1,582,543",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/237940/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$330,000",Rua MENDES LEAL,"Vila Palmares, Santo André",/imovel/237907/apartamento-3-dorms-vila_congonhas-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/237940/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$957,000",Av. Jacutinga,"Indianópolis, São Paulo",/imovel/237908/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/237983/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$1,792,384",Rua Paulo Franco,"Vila Hamburguesa, São Paulo",/imovel/238090/apartamento-3-dorms-vila_hamburguesa-sao_paulo-venda/
"R$1,792,384",Rua Paulo Franco,"Vila Hamburguesa, São Paulo",/imovel/238073/apartamento-3-dorms-vila_hamburguesa-sao_paulo-venda/
"R$555,000",Rua Ibitirama,"Vila Prudente, São Paulo",/imovel/237907/apartamento-3-dorms-vila_congonhas-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/238016/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/237945/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/237940/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$269,000",Pç. João Correa Lemos,"Vila São Vicente, São Paulo",/imovel/237908/apartamento-3-dorms-indianopolis-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/237983/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$700,000",Rua Vênus,"Vila Formosa, São Paulo",/imovel/238090/apartamento-3-dorms-vila_hamburguesa-sao_paulo-venda/
"R$1,792,384",Rua Paulo Franco,"Vila Hamburguesa, São Paulo",/imovel/238073/apartamento-3-dorms-vila_hamburguesa-sao_paulo-venda/
"R$1,792,384",Rua Paulo Franco,"Vila Hamburguesa, São Paulo",/imovel/237907/apartamento-3-dorms-vila_congonhas-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/238016/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
"R$1,852,917",Rua Caiovaá,"Vila Pompeia, São Paulo",/imovel/237945/apartamento-2-dorms-vila_pompeia-sao_paulo-venda/
